Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:46:36,3,9,1,850.8,4753,5220,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:37,3,9,1,850.9,4751,5220,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:38,3,9,1,850.9,4752,5219,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:39,3,9,1,850.8,4753,5219,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:40,3,9,1,850.9,4751,5219,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:41,3,9,1,850.9,4752,5220,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:42,3,9,1,850.9,4752,5220,0,293,8,10,1.51,39.608346,-104.041600,51.7,7.7
12:46:43,3,9,1,850.9,4752,5221,0,293,8,10,1.51,39.608349,-104.041600,51.7,7.7
12:46:44,3,9,1,850.9,4753,5222,0,293,8,10,1.51,39.608349,-104.041600,51.8,7.7
12:46:45,3,9,1,850.9,4752,5223,0,293,8,10,1.51,39.608349,-104.041600,51.8,7.7
12:46:46,3,9,1,850.8,4753,5225,0,293,8,9,1.51,39.608352,-104.041600,51.7,7.6
12:46:47,3,9,1,850.9,4752,5226,0,293,8,9,1.51,39.608352,-104.041600,51.8,7.6
12:46:48,3,9,1,850.8,4754,5228,0,293,8,9,1.51,39.608355,-104.041600,51.8,7.5
12:46:49,3,9,1,850.8,4754,5229,0,293,8,9,1.51,39.608355,-104.041600,51.8,7.5
12:46:50,3,9,1,850.9,4751,5230,0,293,8,9,1.51,39.608355,-104.041600,51.8,7.5
12:46:51,3,9,1,850.8,4753,5231,0,293,8,9,1.51,39.608358,-104.041600,51.8,7.5
12:46:52,3,9,1,850.8,4754,5232,0,293,8,9,1.51,39.608358,-104.041600,51.8,7.6
12:46:53,3,9,1,850.8,4753,5232,0,293,8,9,1.51,39.608358,-104.041600,51.9,7.6
12:46:54,3,9,1,850.8,4754,5233,0,293,8,9,1.51,39.608358,-104.041600,51.9,7.4
12:46:55,3,9,1,850.8,4753,5234,0,293,8,9,1.51,39.608358,-104.041600,51.9,7.4
12:46:56,3,9,1,850.8,4754,5234,0,293,8,9,1.51,39.608358,-104.041600,51.9,7.4
12:46:57,3,9,1,850.8,4754,5235,0,293,8,9,1.51,39.608358,-104.041600,52.0,7.4
